,AST,BLK,BLKA,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GROUP_ID,GROUP_NAME,GROUP_SET,GROUP_VALUE,L,MIN,OREB,PF,PFD,PLUS_MINUS,PTS,REB,STL,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME,TOV,W,W_PCT
176,-1.01319,-1.01319,1.01319,0.0,-2.02638,1.01319,1.0,-5.06595,-4.05276,-0.212,1.01319,2.02638,0.417,2,200826 - 2734 - 201580 - 202718 - 101111,"Barea,J.J. - Harris,Devin - McGee,JaVale - Parsons,Chandler - Villanueva,Charlie",Lineups,,1,4.9,-1.01319,-4.05276,4.05276,-5.06595,-5.06595,-1.01319,-1.01319,,,,1.01319,1,0.5
177,3.03957,0.0,0.0,6.07914,-3.03957,1.01319,0.333,-3.03957,4.05276,0.614,1.01319,2.02638,0.5,2,101109 - 2734 - 202083 - 1717 - 202718,"Felton,Raymond - Harris,Devin - Matthews,Wesley - Nowitzki,Dirk - Parsons,Chandler",Lineups,,1,4.86833333333,-1.01319,0.0,0.0,11.14509,11.14509,5.06595,0.0,,,,0.0,1,0.5
178,2.02638,0.0,0.0,-1.01319,-1.01319,-1.01319,-0.167,3.03957,3.03957,0.129,0.0,-1.01319,-0.5,1,1626147 - 200826 - 2734 - 1717 - 101111,"Anderson,Justin - Barea,J.J. - Harris,Devin - Nowitzki,Dirk - Villanueva,Charlie",Lineups,,0,4.86666666667,0.0,0.0,0.0,4.05276,4.05276,-1.01319,1.01319,,,,-1.01319,1,1.0
179,1.01319,-1.01319,1.01319,4.05276,-2.02638,-1.01319,-0.25,-1.01319,2.02638,0.256,-2.02638,-1.01319,-0.5,1,202379 - 101109 - 203098 - 1717 - 2585,"Evans,Jeremy - Felton,Raymond - Jenkins,John - Nowitzki,Dirk - Pachulia,Zaza",Lineups,,1,4.83333333333,1.01319,3.03957,-3.03957,2.02638,2.02638,5.06595,-1.01319,,,,2.02638,0,0.0
180,-1.01319,-1.01319,1.01319,0.0,1.01319,-1.01319,-0.667,3.03957,1.01319,-0.071,1.01319,3.03957,0.5,1,1626147 - 200826 - 101109 - 201580 - 101111,"Anderson,Justin - Barea,J.J. - Felton,Raymond - McGee,JaVale - Villanueva,Charlie",Lineups,,1,4.8,2.02638,-1.01319,1.01319,4.05276,4.05276,2.02638,0.0,,,,-1.01319,0,0.0
181,0.0,-2.02638,2.02638,1.01319,-3.03957,0.0,0.0,2.02638,1.01319,0.016,-2.02638,-2.02638,0.0,6,200826 - 101109 - 2734 - 101135 - 202718,"Barea,J.J. - Felton,Raymond - Harris,Devin - Lee,David - Parsons,Chandler",Lineups,,5,4.78333333333,-1.01319,5.06595,-5.06595,0.0,0.0,0.0,0.0,,,,1.01319,1,0.167
182,-1.01319,0.0,0.0,-2.02638,1.01319,0.0,-0.083,-2.02638,-3.03957,-0.225,-2.02638,0.0,0.0,1,200826 - 202379 - 101109 - 201580 - 101111,"Barea,J.J. - Evans,Jeremy - Felton,Raymond - McGee,JaVale - Villanueva,Charlie",Lineups,,1,4.75,-1.01319,1.01319,-1.01319,-6.07914,-6.07914,-3.03957,-2.02638,,,,1.01319,0,0.0
183,-3.03957,0.0,0.0,0.0,2.02638,0.0,-0.25,2.02638,0.0,-0.061,3.03957,3.03957,0.0,2,200826 - 2734 - 202083 - 2585 - 101111,"Barea,J.J. - Harris,Devin - Matthews,Wesley - Pachulia,Zaza - Villanueva,Charlie",Lineups,,1,4.71666666667,2.02638,0.0,0.0,3.03957,3.03957,2.02638,0.0,,,,0.0,1,0.5
184,0.0,0.0,0.0,0.0,-1.01319,0.0,0.083,-3.03957,-3.03957,-0.222,0.0,0.0,0.0,2,200826 - 202379 - 101109 - 202718 - 203939,"Barea,J.J. - Evans,Jeremy - Felton,Raymond - Parsons,Chandler - Powell,Dwight",Lineups,,1,4.65,0.0,-1.01319,1.01319,-6.07914,-6.07914,0.0,-2.02638,,,,2.02638,1,0.5
185,5.06595,0.0,0.0,3.03957,0.0,0.0,0.0,4.05276,5.06595,0.333,2.02638,2.02638,1.0,2,101109 - 101135 - 202083 - 1717 - 202718,"Felton,Raymond - Lee,David - Matthews,Wesley - Nowitzki,Dirk - Parsons,Chandler",Lineups,,0,4.63333333333,2.02638,-1.01319,1.01319,12.15828,12.15828,5.06595,1.01319,,,,-2.02638,2,1.0
186,1.01319,-1.01319,1.01319,-2.02638,2.02638,0.0,0.0,4.05276,1.01319,-0.067,-2.02638,-2.02638,-1.0,2,101109 - 202083 - 203939 - 101111 - 101114,"Felton,Raymond - Matthews,Wesley - Powell,Dwight - Villanueva,Charlie - Williams,Deron",Lineups,,2,4.57166666667,1.01319,1.01319,-1.01319,0.0,0.0,-1.01319,2.02638,,,,-2.02638,0,0.0
187,-2.02638,-3.03957,3.03957,0.0,2.02638,1.01319,0.333,2.02638,-1.01319,-0.225,-3.03957,-3.03957,-0.3,4,101109 - 2734 - 201580 - 202718 - 203939,"Felton,Raymond - Harris,Devin - McGee,JaVale - Parsons,Chandler - Powell,Dwight",Lineups,,2,4.52833333333,2.02638,2.02638,-2.02638,-4.05276,-4.05276,2.02638,0.0,,,,0.0,2,0.5
188,-2.02638,0.0,0.0,0.0,-4.05276,-1.01319,0.6,-1.01319,0.0,0.089,-2.02638,-2.02638,-1.0,3,200826 - 2734 - 101135 - 202083 - 202718,"Barea,J.J. - Harris,Devin - Lee,David - Matthews,Wesley - Parsons,Chandler",Lineups,,2,4.50166666667,-1.01319,1.01319,-1.01319,-3.03957,-3.03957,-1.01319,-1.01319,,,,-1.01319,1,0.333
189,3.03957,1.01319,-1.01319,1.01319,2.02638,2.02638,0.667,2.02638,4.05276,0.413,0.0,0.0,0.0,1,1626147 - 200826 - 101109 - 1717 - 101111,"Anderson,Justin - Barea,J.J. - Felton,Raymond - Nowitzki,Dirk - Villanueva,Charlie",Lineups,,0,4.5,-1.01319,1.01319,-1.01319,10.1319,10.1319,0.0,1.01319,,,,-2.02638,1,1.0
190,-2.02638,0.0,0.0,1.01319,-2.02638,0.0,0.5,-10.1319,-6.07914,0.308,12.15828,10.1319,0.714,4,101109 - 2734 - 202083 - 203939 - 101114,"Felton,Raymond - Harris,Devin - Matthews,Wesley - Powell,Dwight - Williams,Deron",Lineups,,1,4.445,1.01319,-6.07914,6.07914,-2.02638,-2.02638,2.02638,-2.02638,,,,2.02638,3,0.75
191,1.01319,1.01319,-1.01319,-1.01319,1.01319,1.01319,0.167,-2.02638,-2.02638,-0.095,0.0,0.0,0.0,2,200826 - 202379 - 2734 - 202083 - 203939,"Barea,J.J. - Evans,Jeremy - Harris,Devin - Matthews,Wesley - Powell,Dwight",Lineups,,0,4.44333333333,0.0,-2.02638,2.02638,-3.03957,-3.03957,-1.01319,0.0,,,,-1.01319,2,1.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.02638,0.0,0.208,0.0,0.0,0.0,2,1626147 - 200826 - 101109 - 201580 - 202718,"Anderson,Justin - Barea,J.J. - Felton,Raymond - McGee,JaVale - Parsons,Chandler",Lineups,,0,4.4,-2.02638,1.01319,-1.01319,0.0,0.0,-2.02638,0.0,,,,1.01319,2,1.0
193,3.03957,0.0,0.0,2.02638,3.03957,2.02638,0.667,2.02638,1.01319,0.0,-2.02638,-2.02638,-1.0,3,101109 - 2734 - 202083 - 2585 - 101111,"Felton,Raymond - Harris,Devin - Matthews,Wesley - Pachulia,Zaza - Villanueva,Charlie",Lineups,,2,4.38333333333,2.02638,1.01319,-1.01319,2.02638,2.02638,4.05276,0.0,,,,-1.01319,1,0.333
194,1.01319,-1.01319,1.01319,1.01319,0.0,2.02638,1.0,-2.02638,-1.01319,-0.029,-3.03957,-3.03957,-1.0,3,1626147 - 200826 - 101109 - 2585 - 202718,"Anderson,Justin - Barea,J.J. - Felton,Raymond - Pachulia,Zaza - Parsons,Chandler",Lineups,,1,4.36666666667,1.01319,2.02638,-2.02638,-3.03957,-3.03957,2.02638,-1.01319,,,,1.01319,2,0.667
195,0.0,2.02638,-2.02638,1.01319,0.0,1.01319,1.0,-1.01319,1.01319,0.196,2.02638,2.02638,1.0,1,200826 - 2734 - 1626257 - 1717 - 202718,"Barea,J.J. - Harris,Devin - Mejri,Salah - Nowitzki,Dirk - Parsons,Chandler",Lineups,,1,4.36666666667,-1.01319,-1.01319,1.01319,5.06595,5.06595,0.0,0.0,,,,-1.01319,0,0.0
196,0.0,-1.01319,1.01319,-3.03957,1.01319,-1.01319,-1.0,5.06595,2.02638,-0.167,-2.02638,-2.02638,-1.0,2,200826 - 2734 - 202083 - 1717 - 202718,"Barea,J.J. - Harris,Devin - Matthews,Wesley - Nowitzki,Dirk - Parsons,Chandler",Lineups,,1,4.35,0.0,-1.01319,1.01319,1.01319,1.01319,-3.03957,2.02638,,,,-4.05276,1,0.5
197,2.02638,0.0,0.0,0.0,4.05276,4.05276,0.667,-1.01319,1.01319,0.238,2.02638,2.02638,1.0,1,1626147 - 202083 - 1626257 - 101111 - 101114,"Anderson,Justin - Matthews,Wesley - Mejri,Salah - Villanueva,Charlie - Williams,Deron",Lineups,,1,4.26666666667,-1.01319,-2.02638,2.02638,8.10552,8.10552,-1.01319,1.01319,,,,-3.03957,0,0.0
198,0.0,-1.01319,1.01319,-1.01319,0.0,0.0,0.0,0.0,-1.01319,-0.143,-4.05276,-3.03957,-0.75,2,200826 - 202379 - 2734 - 203939 - 101114,"Barea,J.J. - Evans,Jeremy - Harris,Devin - Powell,Dwight - Williams,Deron",Lineups,,0,4.23333333333,-1.01319,4.05276,-4.05276,-5.06595,-5.06595,-2.02638,0.0,,,,0.0,2,1.0
199,1.01319,0.0,0.0,1.01319,4.05276,2.02638,0.0,1.01319,1.01319,0.071,-8.10552,-6.07914,0.0,1,200826 - 101109 - 202083 - 2585 - 101114,"Barea,J.J. - Felton,Raymond - Matthews,Wesley - Pachulia,Zaza - Williams,Deron",Lineups,,1,4.23333333333,-2.02638,4.05276,-4.05276,-2.02638,-2.02638,-1.01319,-1.01319,,,,1.01319,0,0.0
200,0.0,-1.01319,1.01319,-2.02638,0.0,-2.02638,-0.667,0.0,-3.03957,-0.5,2.02638,2.02638,1.0,4,200826 - 2734 - 202083 - 2585 - 202718,"Barea,J.J. - Harris,Devin - Matthews,Wesley - Pachulia,Zaza - Parsons,Chandler",Lineups,,2,4.18333333333,0.0,-2.02638,2.02638,-6.07914,-6.07914,-2.02638,1.01319,,,,-1.01319,2,0.5
201,-1.01319,-2.02638,2.02638,0.0,-3.03957,-3.03957,-0.6,2.02638,-1.01319,-0.206,0.0,0.0,0.0,1,200826 - 202379 - 101109 - 201580 - 203939,"Barea,J.J. - Evans,Jeremy - Felton,Raymond - McGee,JaVale - Powell,Dwight",Lineups,,1,4.16666666667,3.03957,-1.01319,1.01319,-5.06595,-5.06595,3.03957,-1.01319,,,,2.02638,0,0.0
202,4.05276,0.0,0.0,1.01319,-1.01319,-1.01319,-0.25,0.0,2.02638,0.286,1.01319,1.01319,0.0,1,200826 - 101109 - 2734 - 101135 - 101111,"Barea,J.J. - Felton,Raymond - Harris,Devin - Lee,David - Villanueva,Charlie",Lineups,,0,4.16666666667,-1.01319,0.0,0.0,4.05276,4.05276,0.0,0.0,,,,-1.01319,1,1.0
203,0.0,0.0,0.0,2.02638,1.01319,0.0,-0.167,1.01319,2.02638,0.214,2.02638,1.01319,0.5,1,1626147 - 202379 - 1626257 - 203939 - 101111,"Anderson,Justin - Evans,Jeremy - Mejri,Salah - Powell,Dwight - Villanueva,Charlie",Lineups,,1,4.11666666667,0.0,-1.01319,1.01319,5.06595,5.06595,2.02638,-1.01319,,,,1.01319,0,0.0
204,0.0,0.0,0.0,-1.01319,2.02638,0.0,-0.25,1.01319,1.01319,0.071,2.02638,2.02638,1.0,1,2734 - 203098 - 2585 - 101111 - 101114,"Harris,Devin - Jenkins,John - Pachulia,Zaza - Villanueva,Charlie - Williams,Deron",Lineups,,0,4.1,0.0,-1.01319,1.01319,4.05276,4.05276,-1.01319,1.01319,,,,-2.02638,1,1.0
205,-2.02638,0.0,0.0,-2.02638,2.02638,0.0,0.0,-1.01319,-3.03957,-0.339,2.02638,0.0,0.0,4,200826 - 2734 - 2585 - 202718 - 203939,"Barea,J.J. - Harris,Devin - Pachulia,Zaza - Parsons,Chandler - Powell,Dwight",Lineups,,2,4.075,0.0,-1.01319,1.01319,-6.07914,-6.07914,-2.02638,1.01319,,,,-2.02638,2,0.5
206,2.02638,1.01319,-1.01319,4.05276,1.01319,1.01319,0.5,-3.03957,0.0,0.321,3.03957,4.05276,0.5,2,1626147 - 101109 - 2734 - 101135 - 1717,"Anderson,Justin - Felton,Raymond - Harris,Devin - Lee,David - Nowitzki,Dirk",Lineups,,1,4.07166666667,0.0,-3.03957,3.03957,5.06595,5.06595,4.05276,-2.02638,,,,1.01319,1,0.5
207,1.01319,1.01319,-1.01319,2.02638,0.0,1.01319,0.333,-3.03957,1.01319,0.571,2.02638,0.0,0.0,2,101109 - 202083 - 1626257 - 101111 - 101114,"Felton,Raymond - Matthews,Wesley - Mejri,Salah - Villanueva,Charlie - Williams,Deron",Lineups,,1,4.06666666667,-1.01319,-4.05276,4.05276,3.03957,3.03957,1.01319,0.0,,,,0.0,1,0.5
208,-1.01319,0.0,0.0,1.01319,-3.03957,-1.01319,-0.25,2.02638,3.03957,0.292,1.01319,1.01319,1.0,1,200826 - 203098 - 1717 - 2585 - 202718,"Barea,J.J. - Jenkins,John - Nowitzki,Dirk - Pachulia,Zaza - Parsons,Chandler",Lineups,,1,4.05,0.0,-2.02638,2.02638,6.07914,6.07914,1.01319,1.01319,,,,-2.02638,0,0.0
209,2.02638,0.0,0.0,-2.02638,1.01319,-1.01319,-0.5,4.05276,0.0,-0.444,-2.02638,-1.01319,-0.5,1,200826 - 1717 - 202718 - 101111 - 101114,"Barea,J.J. - Nowitzki,Dirk - Parsons,Chandler - Villanueva,Charlie - Williams,Deron",Lineups,,1,4.01666666667,1.01319,1.01319,-1.01319,-2.02638,-2.02638,-1.01319,0.0,,,,-1.01319,0,0.0
210,2.02638,0.0,0.0,3.03957,4.05276,3.03957,0.6,2.02638,2.02638,0.171,0.0,0.0,0.0,1,202379 - 101109 - 203098 - 202083 - 1717,"Evans,Jeremy - Felton,Raymond - Jenkins,John - Matthews,Wesley - Nowitzki,Dirk",Lineups,,0,4.0,2.02638,-2.02638,2.02638,7.09233,7.09233,5.06595,-1.01319,,,,1.01319,1,1.0
211,-1.01319,1.01319,-1.01319,2.02638,4.05276,2.02638,0.5,-2.02638,2.02638,0.417,-1.01319,-1.01319,0.0,1,101109 - 203098 - 201580 - 1717 - 202718,"Felton,Raymond - Jenkins,John - McGee,JaVale - Nowitzki,Dirk - Parsons,Chandler",Lineups,,0,4.0,-1.01319,-1.01319,1.01319,5.06595,5.06595,1.01319,1.01319,,,,1.01319,1,1.0
212,1.01319,0.0,0.0,0.0,3.03957,2.02638,0.5,3.03957,3.03957,0.3,-5.06595,-3.03957,-0.6,5,2734 - 202083 - 203939 - 101111 - 101114,"Harris,Devin - Matthews,Wesley - Powell,Dwight - Villanueva,Charlie - Williams,Deron",Lineups,,0,4.0,1.01319,3.03957,-3.03957,5.06595,5.06595,1.01319,0.0,,,,1.01319,5,1.0
213,2.02638,0.0,0.0,2.02638,3.03957,1.01319,0.333,-1.01319,1.01319,0.238,-1.01319,0.0,0.0,3,200826 - 202379 - 101109 - 202083 - 203939,"Barea,J.J. - Evans,Jeremy - Felton,Raymond - Matthews,Wesley - Powell,Dwight",Lineups,,2,3.97833333333,-1.01319,0.0,0.0,3.03957,3.03957,1.01319,0.0,,,,-2.02638,1,0.333
214,-3.03957,1.01319,-1.01319,-2.02638,0.0,-2.02638,-1.0,-1.01319,-2.02638,-0.196,1.01319,0.0,-0.333,2,1626147 - 101109 - 1626257 - 1717 - 101114,"Anderson,Justin - Felton,Raymond - Mejri,Salah - Nowitzki,Dirk - Williams,Deron",Lineups,,2,3.96666666667,-1.01319,-1.01319,1.01319,-6.07914,-6.07914,-3.03957,0.0,,,,0.0,0,0.0
215,-1.01319,1.01319,-1.01319,2.02638,0.0,1.01319,0.5,-1.01319,1.01319,0.238,-1.01319,1.01319,0.5,1,101109 - 203098 - 201580 - 202718 - 101111,"Felton,Raymond - Jenkins,John - McGee,JaVale - Parsons,Chandler - Villanueva,Charlie",Lineups,,0,3.96666666667,0.0,0.0,0.0,4.05276,4.05276,2.02638,-1.01319,,,,1.01319,1,1.0
216,2.02638,0.0,0.0,0.0,2.02638,1.01319,0.333,5.06595,3.03957,0.429,0.0,0.0,0.0,1,1626147 - 202379 - 101109 - 203098 - 1626257,"Anderson,Justin - Evans,Jeremy - Felton,Raymond - Jenkins,John - Mejri,Salah",Lineups,,1,3.95,0.0,-2.02638,2.02638,7.09233,7.09233,0.0,0.0,,,,-3.03957,0,0.0
217,-2.02638,-1.01319,1.01319,-3.03957,-2.02638,-1.01319,-0.5,-4.05276,-3.03957,-0.429,-6.07914,-3.03957,0.0,2,200826 - 101135 - 202083 - 202718 - 101114,"Barea,J.J. - Lee,David - Matthews,Wesley - Parsons,Chandler - Williams,Deron",Lineups,,2,3.93333333333,-3.03957,4.05276,-4.05276,-10.1319,-10.1319,-6.07914,0.0,,,,2.02638,0,0.0
218,1.01319,0.0,0.0,-2.02638,2.02638,0.0,-0.667,1.01319,-2.02638,-0.405,0.0,1.01319,0.5,2,200826 - 2734 - 202083 - 201580 - 202718,"Barea,J.J. - Harris,Devin - Matthews,Wesley - McGee,JaVale - Parsons,Chandler",Lineups,,2,3.91666666667,0.0,1.01319,-1.01319,-3.03957,-3.03957,-2.02638,1.01319,,,,-2.02638,0,0.0
219,0.0,1.01319,-1.01319,-1.01319,3.03957,1.01319,0.25,1.01319,1.01319,0.133,1.01319,-1.01319,-1.0,4,101109 - 2734 - 1717 - 203939 - 101114,"Felton,Raymond - Harris,Devin - Nowitzki,Dirk - Powell,Dwight - Williams,Deron",Lineups,,1,3.88333333333,-1.01319,0.0,0.0,2.02638,2.02638,-2.02638,1.01319,,,,0.0,3,0.75
220,0.0,-1.01319,1.01319,-1.01319,-1.01319,-1.01319,-0.333,2.02638,1.01319,0.083,-2.02638,-2.02638,-1.0,2,101109 - 202083 - 201580 - 203939 - 101114,"Felton,Raymond - Matthews,Wesley - McGee,JaVale - Powell,Dwight - Williams,Deron",Lineups,,1,3.88333333333,0.0,4.05276,-4.05276,-1.01319,-1.01319,-1.01319,1.01319,,,,-1.01319,1,0.5
221,0.0,0.0,0.0,-1.01319,-1.01319,0.0,0.0,-1.01319,1.01319,0.214,-4.05276,-2.02638,-0.5,2,200826 - 101109 - 2585 - 203939 - 101114,"Barea,J.J. - Felton,Raymond - Pachulia,Zaza - Powell,Dwight - Williams,Deron",Lineups,,0,3.86666666667,-1.01319,1.01319,-1.01319,0.0,0.0,-2.02638,0.0,,,,1.01319,2,1.0
222,0.0,0.0,0.0,-1.01319,1.01319,0.0,-0.05,3.03957,-1.01319,-0.227,0.0,0.0,0.0,1,101109 - 2734 - 203098 - 1717 - 2585,"Felton,Raymond - Harris,Devin - Jenkins,John - Nowitzki,Dirk - Pachulia,Zaza",Lineups,,1,3.86666666667,3.03957,0.0,0.0,-2.02638,-2.02638,2.02638,0.0,,,,0.0,0,0.0
223,1.01319,0.0,0.0,1.01319,1.01319,0.0,-0.167,0.0,0.0,0.0,0.0,1.01319,0.5,1,101109 - 2734 - 202083 - 201580 - 202718,"Felton,Raymond - Harris,Devin - Matthews,Wesley - McGee,JaVale - Parsons,Chandler",Lineups,,0,3.83166666667,1.01319,1.01319,-1.01319,1.01319,1.01319,2.02638,1.01319,,,,-1.01319,1,1.0
224,0.0,-1.01319,1.01319,-1.01319,-2.02638,-1.01319,-0.333,-4.05276,-1.01319,0.048,2.02638,1.01319,-0.25,1,200826 - 101109 - 202718 - 203939 - 101114,"Barea,J.J. - Felton,Raymond - Parsons,Chandler - Powell,Dwight - Williams,Deron",Lineups,,0,3.76666666667,-1.01319,-1.01319,1.01319,-2.02638,-2.02638,-2.02638,-1.01319,,,,1.01319,1,1.0
225,-1.01319,0.0,0.0,1.01319,-2.02638,0.0,0.25,-4.05276,-1.01319,0.167,8.10552,8.10552,0.242,1,202379 - 101109 - 2734 - 202718 - 203939,"Evans,Jeremy - Felton,Raymond - Harris,Devin - Parsons,Chandler - Powell,Dwight",Lineups,,0,3.76666666667,-3.03957,-3.03957,3.03957,6.07914,6.07914,-2.02638,2.02638,,,,-2.02638,1,1.0
226,-2.02638,0.0,0.0,0.0,-1.01319,-2.02638,-1.0,-2.02638,-2.02638,-0.229,-2.02638,-2.02638,-1.0,2,200826 - 2734 - 1717 - 203939 - 101114,"Barea,J.J. - Harris,Devin - Nowitzki,Dirk - Powell,Dwight - Williams,Deron",Lineups,,1,3.74166666667,-1.01319,1.01319,-1.01319,-8.10552,-8.10552,-1.01319,0.0,,,,1.01319,1,0.5
227,0.0,0.0,0.0,2.02638,2.02638,3.03957,0.75,-3.03957,0.0,0.222,0.0,0.0,0.0,1,200826 - 101109 - 2734 - 1717 - 101114,"Barea,J.J. - Felton,Raymond - Harris,Devin - Nowitzki,Dirk - Williams,Deron",Lineups,,1,3.73333333333,-1.01319,-2.02638,2.02638,3.03957,3.03957,1.01319,-1.01319,,,,1.01319,0,0.0
